experiment	item	item_original	condition	bracketing	text	participant	playlist	order	trialN	recordedFile	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1154	1	7	7	suborn_1154_6_3.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1154	1	8	8	suborn_1154_8_1.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1154	1	9	9	suborn_1154_5_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1154	1	10	10	suborn_1154_4_3.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1154	1	11	11	suborn_1154_3_4.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1154	1	12	12	suborn_1154_2_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1154	1	13	13	suborn_1154_8_3.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1154	1	14	14	suborn_1154_6_1.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1154	1	15	15	suborn_1154_7_4.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1154	1	16	16	suborn_1154_1_2.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1154	1	17	17	suborn_1154_3_3.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1154	1	18	18	suborn_1154_5_1.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1154	1	19	19	suborn_1154_4_2.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1154	1	20	20	suborn_1154_2_4.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1154	1	21	21	suborn_1154_8_2.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1154	1	22	22	suborn_1154_6_4.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1154	1	23	23	suborn_1154_1_1.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1154	1	24	24	suborn_1154_7_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1154	1	25	25	suborn_1154_2_2.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1154	1	26	26	suborn_1154_1_3.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1154	1	27	27	suborn_1154_7_1.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1154	1	28	28	suborn_1154_4_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1154	1	29	29	suborn_1154_5_3.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1154	1	30	30	suborn_1154_8_4.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1154	1	31	31	suborn_1154_6_2.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1154	1	32	32	suborn_1154_3_1.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1067	1	1	1	suborn_1067_6_2.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1067	1	2	2	suborn_1067_5_3.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1067	1	3	3	suborn_1067_8_4.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1067	1	4	4	suborn_1067_3_1.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1067	1	5	5	suborn_1067_1_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1067	1	6	6	suborn_1067_2_2.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1067	1	7	7	suborn_1067_7_1.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1067	1	8	8	suborn_1067_4_4.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1067	1	9	9	suborn_1067_5_2.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1067	1	10	10	suborn_1067_3_4.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1067	1	11	11	suborn_1067_6_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1067	1	12	12	suborn_1067_8_3.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1067	1	13	13	suborn_1067_7_4.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1067	1	14	14	suborn_1067_4_3.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1067	1	15	15	suborn_1067_2_1.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1067	1	16	16	suborn_1067_1_2.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1067	1	17	17	suborn_1067_8_2.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1067	1	18	18	suborn_1067_6_4.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1067	1	19	19	suborn_1067_3_3.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1067	1	20	20	suborn_1067_5_1.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1067	1	21	21	suborn_1067_1_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1067	1	22	22	suborn_1067_2_4.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1067	1	23	23	suborn_1067_7_3.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1067	1	24	24	suborn_1067_4_2.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1067	1	25	25	suborn_1067_6_3.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1067	1	26	26	suborn_1067_7_2.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1067	1	27	27	suborn_1067_8_1.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1067	1	28	28	suborn_1067_1_4.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1067	1	29	29	suborn_1067_5_4.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1067	1	30	30	suborn_1067_2_3.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1067	1	31	31	suborn_1067_3_2.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1067	1	32	32	suborn_1067_4_1.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1251	1	1	1	suborn_1251_3_2.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1251	1	2	2	suborn_1251_2_3.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1251	1	3	3	suborn_1251_5_4.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1251	1	4	4	suborn_1251_4_1.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1251	1	5	5	suborn_1251_6_3.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1251	1	6	6	suborn_1251_7_2.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1251	1	7	7	suborn_1251_1_4.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1251	1	8	8	suborn_1251_8_1.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1251	1	9	9	suborn_1251_3_1.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1251	1	10	10	suborn_1251_4_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1251	1	11	11	suborn_1251_5_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1251	1	12	12	suborn_1251_2_2.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1251	1	13	13	suborn_1251_6_2.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1251	1	14	14	suborn_1251_8_4.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1251	1	15	15	suborn_1251_1_3.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1251	1	16	16	suborn_1251_7_1.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1251	1	17	17	suborn_1251_3_4.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1251	1	18	18	suborn_1251_2_1.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1251	1	19	19	suborn_1251_5_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1251	1	20	20	suborn_1251_4_3.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1251	1	21	21	suborn_1251_1_2.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1251	1	22	22	suborn_1251_8_3.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1251	1	23	23	suborn_1251_7_4.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1251	1	24	24	suborn_1251_6_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1251	1	25	25	suborn_1251_2_4.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1251	1	26	26	suborn_1251_4_2.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1251	1	27	27	suborn_1251_7_3.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1251	1	28	28	suborn_1251_1_1.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1251	1	29	29	suborn_1251_3_3.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1251	1	30	30	suborn_1251_8_2.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1251	1	31	31	suborn_1251_5_1.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1251	1	32	32	suborn_1251_6_4.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1252	1	1	1	suborn_1252_6_2.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1252	1	2	2	suborn_1252_5_3.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1252	1	3	3	suborn_1252_3_1.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1252	1	4	4	suborn_1252_8_4.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1252	1	5	5	suborn_1252_4_4.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1252	1	6	6	suborn_1252_2_2.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1252	1	7	7	suborn_1252_7_1.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1252	1	8	8	suborn_1252_1_3.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1252	1	9	9	suborn_1252_8_2.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1252	1	10	10	suborn_1252_1_1.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1252	1	11	11	suborn_1252_7_3.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1252	1	12	12	suborn_1252_6_4.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1252	1	13	13	suborn_1252_2_4.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1252	1	14	14	suborn_1252_4_2.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1252	1	15	15	suborn_1252_5_1.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1252	1	16	16	suborn_1252_3_3.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1252	1	17	17	suborn_1252_3_4.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1252	1	18	18	suborn_1252_5_2.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1252	1	19	19	suborn_1252_6_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1252	1	20	20	suborn_1252_8_3.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1252	1	21	21	suborn_1252_2_1.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1252	1	22	22	suborn_1252_7_4.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1252	1	23	23	suborn_1252_1_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1252	1	24	24	suborn_1252_4_3.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1252	1	25	25	suborn_1252_1_4.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1252	1	26	26	suborn_1252_6_3.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1252	1	27	27	suborn_1252_8_1.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1252	1	28	28	suborn_1252_7_2.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1252	1	29	29	suborn_1252_4_1.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1252	1	30	30	suborn_1252_3_2.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1252	1	31	31	suborn_1252_5_4.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1252	1	32	32	suborn_1252_2_3.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1253	1	1	1	suborn_1253_7_2.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1253	1	2	2	suborn_1253_1_4.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1253	1	3	3	suborn_1253_8_1.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1253	1	4	4	suborn_1253_6_3.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1253	1	5	5	suborn_1253_5_4.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1253	1	6	6	suborn_1253_4_1.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1253	1	7	7	suborn_1253_3_2.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1253	1	8	8	suborn_1253_2_3.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1253	1	9	9	suborn_1253_8_2.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1253	1	10	10	suborn_1253_1_1.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1253	1	11	11	suborn_1253_6_4.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1253	1	12	12	suborn_1253_7_3.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1253	1	13	13	suborn_1253_5_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1253	1	14	14	suborn_1253_2_4.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1253	1	15	15	suborn_1253_4_2.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1253	1	16	16	suborn_1253_3_3.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1253	1	17	17	suborn_1253_8_4.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1253	1	18	18	suborn_1253_6_2.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1253	1	19	19	suborn_1253_1_3.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1253	1	20	20	suborn_1253_7_1.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1253	1	21	21	suborn_1253_3_1.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1253	1	22	22	suborn_1253_4_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1253	1	23	23	suborn_1253_5_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1253	1	24	24	suborn_1253_2_2.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1253	1	25	25	suborn_1253_1_2.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1253	1	26	26	suborn_1253_6_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1253	1	27	27	suborn_1253_8_3.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1253	1	28	28	suborn_1253_7_4.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1253	1	29	29	suborn_1253_3_4.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1253	1	30	30	suborn_1253_4_3.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1253	1	31	31	suborn_1253_5_2.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1253	1	32	32	suborn_1253_2_1.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1254	1	1	1	suborn_1254_8_1.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1254	1	2	2	suborn_1254_1_4.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1254	1	3	3	suborn_1254_7_2.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1254	1	4	4	suborn_1254_6_3.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1254	1	5	5	suborn_1254_5_4.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1254	1	6	6	suborn_1254_3_2.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1254	1	7	7	suborn_1254_4_1.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1254	1	8	8	suborn_1254_2_3.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1254	1	9	9	suborn_1254_8_3.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1254	1	10	10	suborn_1254_6_1.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1254	1	11	11	suborn_1254_3_4.wav	
